A4D2B8	GO:0005515	0.409118	f
A4D2B8	GO:0005634	0.161194	c
A4D2B8	GO:0005829	0.158245	c
A4D2B8	GO:0005886	0.123174	c
A4D2B8	GO:0005737	0.114582	c
A4D2B8	GO:0005739	0.070470	c
A4D2B8	GO:0005654	0.061465	c
A4D2B8	GO:0016020	0.043238	c
A4D2B8	GO:0042802	0.043044	f
A4D2B8	GO:0005576	0.039331	c
A4D2B8	GO:0005783	0.034428	c
A4D2B8	GO:0005615	0.029016	c
A4D2B8	GO:0045944	0.028142	p
A4D2B8	GO:0070062	0.025848	c
A4D2B8	GO:0005794	0.024817	c
A4D2B8	GO:0005730	0.021710	c
A4D2B8	GO:0042803	0.019744	f
A4D2B8	GO:0003723	0.019574	f
A4D2B8	GO:0000122	0.018822	p
A4D2B8	GO:0009507	0.018349	c
A4D2B8	GO:0003677	0.017815	f
A4D2B8	GO:0006355	0.016771	p
A4D2B8	GO:0005789	0.016395	c
A4D2B8	GO:0045893	0.016358	p
A4D2B8	GO:0032991	0.014829	c
A4D2B8	GO:0003700	0.014538	f
A4D2B8	GO:0043565	0.013822	f
A4D2B8	GO:0003729	0.013810	f
A4D2B8	GO:0005743	0.013167	c
A4D2B8	GO:0009536	0.013106	c
A4D2B8	GO:0009986	0.013045	c
A4D2B8	GO:0045892	0.012961	p
A4D2B8	GO:0000976	0.012912	f
A4D2B8	GO:0098978	0.011990	c
A4D2B8	GO:0000785	0.011529	c
A4D2B8	GO:0000978	0.010679	f
A4D2B8	GO:0048471	0.010655	c
A4D2B8	GO:0010628	0.010618	p
A4D2B8	GO:0006357	0.010618	p
A4D2B8	GO:0004674	0.010230	f
H3BV60	GO:0005515	0.409118	f
H3BV60	GO:0005634	0.161194	c
H3BV60	GO:0005829	0.158245	c
H3BV60	GO:0005886	0.123174	c
H3BV60	GO:0005737	0.114582	c
H3BV60	GO:0005739	0.070470	c
H3BV60	GO:0005654	0.061465	c
H3BV60	GO:0016020	0.043238	c
H3BV60	GO:0042802	0.043044	f
H3BV60	GO:0005576	0.039331	c
H3BV60	GO:0005783	0.034428	c
H3BV60	GO:0005615	0.029016	c
H3BV60	GO:0045944	0.028142	p
H3BV60	GO:0070062	0.025848	c
H3BV60	GO:0005794	0.024817	c
H3BV60	GO:0005730	0.021710	c
H3BV60	GO:0042803	0.019744	f
H3BV60	GO:0003723	0.019574	f
H3BV60	GO:0000122	0.018822	p
H3BV60	GO:0009507	0.018349	c
H3BV60	GO:0003677	0.017815	f
H3BV60	GO:0006355	0.016771	p
H3BV60	GO:0005789	0.016395	c
H3BV60	GO:0045893	0.016358	p
H3BV60	GO:0032991	0.014829	c
H3BV60	GO:0003700	0.014538	f
H3BV60	GO:0043565	0.013822	f
H3BV60	GO:0003729	0.013810	f
H3BV60	GO:0005743	0.013167	c
H3BV60	GO:0009536	0.013106	c
H3BV60	GO:0009986	0.013045	c
H3BV60	GO:0045892	0.012961	p
H3BV60	GO:0000976	0.012912	f
H3BV60	GO:0098978	0.011990	c
H3BV60	GO:0000785	0.011529	c
H3BV60	GO:0000978	0.010679	f
H3BV60	GO:0048471	0.010655	c
H3BV60	GO:0010628	0.010618	p
H3BV60	GO:0006357	0.010618	p
H3BV60	GO:0004674	0.010230	f
O43236	GO:0005515	0.409118	f
O43236	GO:0005634	0.161194	c
O43236	GO:0005829	0.158245	c
O43236	GO:0005886	0.123174	c
O43236	GO:0005737	0.114582	c
O43236	GO:0005739	0.070470	c
O43236	GO:0005654	0.061465	c
O43236	GO:0016020	0.043238	c
O43236	GO:0042802	0.043044	f
O43236	GO:0005576	0.039331	c
O43236	GO:0005783	0.034428	c
O43236	GO:0005615	0.029016	c
O43236	GO:0045944	0.028142	p
O43236	GO:0070062	0.025848	c
O43236	GO:0005794	0.024817	c
O43236	GO:0005730	0.021710	c
O43236	GO:0042803	0.019744	f
O43236	GO:0003723	0.019574	f
O43236	GO:0000122	0.018822	p
O43236	GO:0009507	0.018349	c
O43236	GO:0003677	0.017815	f
O43236	GO:0006355	0.016771	p
O43236	GO:0005789	0.016395	c
O43236	GO:0045893	0.016358	p
O43236	GO:0032991	0.014829	c
O43236	GO:0003700	0.014538	f
O43236	GO:0043565	0.013822	f
O43236	GO:0003729	0.013810	f
O43236	GO:0005743	0.013167	c
O43236	GO:0009536	0.013106	c
O43236	GO:0009986	0.013045	c
O43236	GO:0045892	0.012961	p
O43236	GO:0000976	0.012912	f
O43236	GO:0098978	0.011990	c
O43236	GO:0000785	0.011529	c
O43236	GO:0000978	0.010679	f
O43236	GO:0048471	0.010655	c
O43236	GO:0010628	0.010618	p
O43236	GO:0006357	0.010618	p
O43236	GO:0004674	0.010230	f
O60281	GO:0005515	0.409118	f
O60281	GO:0005634	0.161194	c
O60281	GO:0005829	0.158245	c
O60281	GO:0005886	0.123174	c
O60281	GO:0005737	0.114582	c
O60281	GO:0005739	0.070470	c
O60281	GO:0005654	0.061465	c
O60281	GO:0016020	0.043238	c
O60281	GO:0042802	0.043044	f
O60281	GO:0005576	0.039331	c
O60281	GO:0005783	0.034428	c
O60281	GO:0005615	0.029016	c
