A0A075B6H5	GO:0005886	0.291670	c
A0A087WV53	GO:0000794	0.288770	c
A0A087WV53	GO:0001701	0.278070	p
A0A087WV53	GO:0001725	0.302080	c
A0A087WV53	GO:0001726	0.291670	c
A0A087WV53	GO:0001756	0.278070	p
A0A087WV53	GO:0002020	0.288770	f
A0A087WV53	GO:0002102	0.291670	c
A0A087WV53	GO:0003007	0.278070	p
A0A087WV53	GO:0003300	0.288770	p
A0A087WV53	GO:0004672	0.335140	f
A0A087WV53	GO:0004674	0.329840	f
A0A087WV53	GO:0004713	0.288770	f
A0A087WV53	GO:0005085	0.329730	f
A0A087WV53	GO:0005200	0.278070	f
A0A087WV53	GO:0005509	0.288770	f
A0A087WV53	GO:0005515	0.335140	f
A0A087WV53	GO:0005516	0.288770	f
A0A087WV53	GO:0005523	0.293530	f
A0A087WV53	GO:0005524	0.293530	f
A0A087WV53	GO:0005546	0.329730	f
A0A087WV53	GO:0005547	0.329730	f
A0A087WV53	GO:0005576	0.288770	c
A0A087WV53	GO:0005615	0.335140	c
A0A087WV53	GO:0005634	0.302080	c
A0A087WV53	GO:0005739	0.302080	c
A0A087WV53	GO:0005829	0.329730	c
A0A087WV53	GO:0005856	0.291670	c
A0A087WV53	GO:0005859	0.278070	c
A0A087WV53	GO:0005865	0.288770	c
A0A087WV53	GO:0005884	0.302080	c
A0A087WV53	GO:0005886	0.335140	c
A0A087WV53	GO:0005911	0.287230	c
A0A087WV53	GO:0005925	0.302080	c
A0A087WV53	GO:0006468	0.335140	p
A0A087WV53	GO:0006936	0.288770	p
A0A087WV53	GO:0006939	0.287230	p
A0A087WV53	GO:0006941	0.288770	p
A0A087WV53	GO:0007076	0.288770	p
A0A087WV53	GO:0007507	0.278070	p
A0A087WV53	GO:0007512	0.278070	p
A0A087WV53	GO:0007527	0.293530	p
A0A087WV53	GO:0008092	0.291670	f
A0A087WV53	GO:0008104	0.269410	p
A0A087WV53	GO:0008307	0.288770	f
A0A087WV53	GO:0008344	0.329840	p
A0A087WV53	GO:0010314	0.329730	f
A0A087WV53	GO:0010628	0.288770	p
