P0DRH1	GO:0043167	0.114	F
P0DRH1	GO:0005488	0.615	F
P0DRH1	GO:0005515	0.253	F
P0DRH1	GO:0098772	0.322	F
P0DRH1	GO:0030234	0.121	F
P0DRH1	GO:0140096	0.115	F
P0DRH1	GO:0003824	0.719	F
P0DRH1	GO:0005102	0.122	F
P0DRH1	GO:0008233	0.156	F
P0DRH1	GO:0004175	0.145	F
P0DRH1	GO:0016787	0.495	F
P0DRH1	GO:0016788	0.154	F
P0DRH1	GO:0016491	0.126	F
P0DRH1	GO:0043169	0.120	F
P0DRH1	GO:0090729	0.169	F
P0DRH1	GO:0030545	0.118	F
P0DRH1	GO:0048018	0.104	F
P0DRH1	GO:0052689	0.111	F
P0DRH2	GO:0005488	0.389	F
P0DRH2	GO:0005515	0.120	F
P0DRH2	GO:0003824	0.671	F
P0DRH2	GO:0016787	0.356	F
P0DRG9	GO:0005488	0.462	F
P0DRG9	GO:0005515	0.223	F
P0DRG9	GO:0004857	0.129	F
P0DRG9	GO:0098772	0.212	F
P0DRG9	GO:0030234	0.112	F
P0DRG9	GO:0140096	0.177	F
P0DRG9	GO:0003824	0.721	F
P0DRG9	GO:0008233	0.243	F
P0DRG9	GO:0004175	0.157	F
P0DRG9	GO:0016787	0.602	F
P0DRG9	GO:0016788	0.141	F
P0DRG9	GO:0016491	0.114	F
P0DRG9	GO:0008236	0.124	F
P0DRG9	GO:0017171	0.124	F
P0DRG9	GO:0090729	0.116	F
P0DRH0	GO:0005488	0.472	F
P0DRH0	GO:0005515	0.209	F
P0DRH0	GO:0004857	0.123	F
P0DRH0	GO:0098772	0.154	F
P0DRH0	GO:0030234	0.103	F
P0DRH0	GO:0140096	0.160	F
P0DRH0	GO:0003824	0.793	F
P0DRH0	GO:0008233	0.228	F
P0DRH0	GO:0004175	0.142	F
P0DRH0	GO:0016787	0.675	F
P0DRH0	GO:0016788	0.114	F
P0DRH0	GO:0004866	0.104	F
P0DRH0	GO:0008236	0.132	F
P0DRH0	GO:0017171	0.144	F
P0DRH0	GO:0004867	0.105	F
P0DRH0	GO:0004252	0.114	F
P0DRH0	GO:0030414	0.104	F
P0DRH0	GO:0002020	0.106	F
P0DRH0	GO:0016798	0.103	F
P0DRH0	GO:0090729	0.107	F
P0DRE5	GO:0043167	0.198	F
P0DRE5	GO:0005488	0.612	F
P0DRE5	GO:0005515	0.239	F
P0DRE5	GO:0004857	0.170	F
P0DRE5	GO:0098772	0.384	F
P0DRE5	GO:0030234	0.185	F
P0DRE5	GO:0140096	0.200	F
P0DRE5	GO:0003824	0.823	F
P0DRE5	GO:0005102	0.118	F
P0DRE5	GO:0008233	0.324	F
P0DRE5	GO:0004175	0.230	F
P0DRE5	GO:0016787	0.813	F
P0DRE5	GO:0016788	0.380	F
P0DRE5	GO:0016491	0.137	F
P0DRE5	GO:0004866	0.111	F
P0DRE5	GO:0008236	0.172	F
P0DRE5	GO:0017171	0.160	F
P0DRE5	GO:0061135	0.105	F
P0DRE5	GO:0004252	0.140	F
P0DRE5	GO:0061134	0.117	F
P0DRE5	GO:0030414	0.115	F
P0DRE5	GO:0046872	0.161	F
P0DRE5	GO:0043169	0.201	F
P0DRE5	GO:0090729	0.253	F
P0DRE5	GO:0030545	0.127	F
P0DRE5	GO:0030246	0.135	F
P0DRE5	GO:0048018	0.119	F
P0DRE5	GO:0030546	0.114	F
P0DRE5	GO:0052689	0.184	F
