A0A075B6H5	GO:0002250	0.651	P
A0A075B6H5	GO:0002286	0.650	P
A0A075B6N2	GO:0002250	0.651	P
A0A075B6N2	GO:0002286	0.650	P
A0A075B6Y9	GO:0002250	0.650	P
A0A075B6Y9	GO:0002286	0.650	P
A0A075B700	GO:0002355	0.650	P
A0A075B700	GO:0002419	0.650	P
A0A087WT03	GO:0003094	0.650	P
A0A087WT03	GO:0019731	0.651	P
A0A087WV53	GO:0045214	0.489	P
A0A0A2J9B3	GO:0000122	0.335	P
A0A0A2J9B3	GO:0006357	0.435	P
A0A0A2J9B3	GO:0045944	0.526	P
A0A0A8X0K1	GO:0009061	0.769	P
A0A0A8X0K1	GO:0015944	0.428	P
A0A0A8X0K1	GO:0019645	0.406	P
A0A0A8X338	GO:0009061	0.732	P
A0A0A8X338	GO:0019645	0.783	P
A0A0B4J200	GO:0002355	0.650	P
A0A0B4J200	GO:0002419	0.650	P
A0A0B4K7K9	GO:0016082	0.334	P
A0A0B4K7K9	GO:0099509	0.331	P
A0A0B4K7K9	GO:0150037	0.333	P
A0A0D1DPX0	GO:0002777	0.306	P
A0A0E1RWL5	GO:0009698	0.405	P
A0A0E3D8N3	GO:0006699	0.578	P
A0A0F6NRE2	GO:2000895	0.650	P
A0A0H3LMJ1	GO:0000160	0.316	P
A0A0H3LMJ1	GO:0007165	0.317	P
A0A0J9U5N0	GO:0006357	0.502	P
A0A0J9U5N0	GO:0034224	0.419	P
A0A0J9U5N0	GO:0045944	0.537	P
A0A0J9UHQ6	GO:0045230	0.429	P
A0A0J9UJP6	GO:0045230	0.650	P
A0A0J9VT58	GO:0006357	0.584	P
A0A0J9VYS2	GO:0006357	0.639	P
A0A0J9W3S9	GO:0006357	0.592	P
A0A0J9W9G2	GO:0006357	0.597	P
A0A0J9WAS0	GO:0006357	0.581	P
A0A0J9WG94	GO:0007224	0.334	P
A0A0J9WG94	GO:0045944	0.416	P
A0A0J9WP80	GO:0006357	0.585	P
A0A0J9WVC0	GO:0006357	0.523	P
A0A0K3AWP8	GO:0006869	0.320	P
A0A0K3AWP8	GO:0006909	0.323	P
A0A0K3AWP8	GO:0009409	0.320	P
A0A0K3AWP8	GO:0016197	0.325	P
A0A0K3AWP8	GO:0032456	0.326	P
A0A0M4JNZ0	GO:0007608	0.596	P
A0A0M4JNZ0	GO:0042048	0.310	P
A0A0M4JNZ0	GO:0050911	0.725	P
A0A0M8N9Q3	GO:0043386	0.650	P
A0A0M8N9Q3	GO:2001310	0.650	P
A0A0N9LWM6	GO:0031640	0.654	P
A0A0N9LWM6	GO:0050830	0.771	P
A0A125YR73	GO:0008654	0.420	P
A0A125YWU9	GO:0006486	0.306	P
A0A125YWU9	GO:0006897	0.347	P
A0A125YWU9	GO:0030301	0.307	P
A0A125YWU9	GO:0033344	0.306	P
A0A125YWU9	GO:0042632	0.311	P
A0A125YWU9	GO:0046718	0.307	P
A0A125YYB5	GO:0006370	0.818	P
A0A194VQN7	GO:0062032	0.401	P
A0A1B0GTS1	GO:0045944	0.397	P
A0A1B0GUV8	GO:0006915	0.398	P
A0A1B0GUV8	GO:0032725	0.395	P
A0A1B0GUV8	GO:1902491	0.395	P
A0A1B0GUV8	GO:2000359	0.395	P
A0A1B0GUW6	GO:0007283	0.663	P
A0A1B0GUW6	GO:0007291	0.650	P
A0A1B0GUW6	GO:0030317	0.675	P
A0A1B0GV85	GO:0042832	0.389	P
A0A1B0GWH4	GO:0045944	0.395	P
A0A1D8PCF5	GO:0045944	0.573	P
A0A1D8PCM7	GO:0006357	0.781	P
